beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type
Turbodog,"Abita Brewing Company","Brown Ale - English",5.6,28,"Malty yums","Acme Oyster House","New Orleans",LA,"United States",29.9543,-90.0689,4,"2015-04-16 20:39:47",https://untappd.com/c/173364178,https://untappd.com/beer/5047,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,
"Korova Milk Porter","Gnarly Barley Brewing","Porter - Other",6.4,20,,Boucherie,"New Orleans",LA,"United States",29.9498,-90.1278,3.5,"2015-04-17 19:44:00",https://untappd.com/c/173693983,https://untappd.com/beer/83171,https://untappd.com/brewery/16570,"United States",Hammond,LA,,,
"Saison D'Ecrevisses","Bayou Teche Brewing","Saison / Farmhouse Ale",7.5,24,Wefweshing,"Three Muses","New Orleans",LA,"United States",29.9633,-90.0578,3.5,"2015-04-18 00:12:30",https://untappd.com/c/173843818,https://untappd.com/beer/297259,https://untappd.com/brewery/2597,"United States",Arnaudville,LA,,,
"Jockamo IPA","Abita Brewing Company","IPA - American",6.5,52,,Maison,"New Orleans",LA,"United States",29.9628,-90.0578,4,"2015-04-19 23:53:56",https://untappd.com/c/174749500,https://untappd.com/beer/5963,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,
Matilda,"Goose Island Beer Co.","Pale Ale - Belgian",7,26,"Never gets old. Crisp, yeasty.","Goose Island Brewery Restaurant",Chicago,IL,"United States",41.9769,-87.8971,4.5,"2015-04-20 15:31:26",https://untappd.com/c/174805286,https://untappd.com/beer/372,https://untappd.com/brewery/2898,"United States",Chicago,IL,,,
"Tail Chaser IPA","Sleepy Dog Brewing","IPA - American",6,90,"Idk, I'm stuck at an airport and its beer. Good enough. Nothing off.","Phoenix Sky Harbor International Airport (PHX) (Phoenix Sky Harbor International Airport)",Phoenix,AZ,"United States",33.4352,-112.005,3.5,"2015-04-20 20:51:04",https://untappd.com/c/174931654,https://untappd.com/beer/25644,https://untappd.com/brewery/3596,"United States",Tempe,AZ,,,
"Durty Mud Season Hoppy Brown Ale (2015)","Smuttynose Brewing Co.","Brown Ale - American",8.4,97,"Roasted, nutty, darkly hoppy.",,,,,,,4,"2015-04-22 20:13:25",https://untappd.com/c/175350182,https://untappd.com/beer/919174,https://untappd.com/brewery/1160,"United States",Hampton,NH,,,
"Frozen Goat","Figueroa Mountain Brewing Co.",Weizenbock,7.4,0,"Das ist bock","Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,3.5,"2015-04-25 21:41:20",https://untappd.com/c/176668204,https://untappd.com/beer/564561,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Weiss Weiss Baby","Figueroa Mountain Brewing Co.",Hefeweizen,4.9,40,"WARNING: FILTERED","Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,3.5,"2015-04-25 22:10:56",https://untappd.com/c/176675732,https://untappd.com/beer/1043342,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"7 Hop IPA","Rogue Ales & Spirits","IPA - American",7.77,76,,"Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,4,"2015-04-29 19:35:54",https://untappd.com/c/177615194,https://untappd.com/beer/454190,https://untappd.com/brewery/4565,"United States",Newport,OR,,,
"Dead Guy Ale","Rogue Ales & Spirits","Maibock / Heller (Helles) Bock",6.8,40,,"Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,4,"2015-04-29 19:39:48",https://untappd.com/c/177616299,https://untappd.com/beer/4172,https://untappd.com/brewery/4565,"United States",Newport,OR,,,
"Grunion Pale Ale","Ballast Point Brewing Company","Pale Ale - American",5.5,50,,"Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,4.5,"2015-04-29 20:16:22",https://untappd.com/c/177626749,https://untappd.com/beer/419534,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Spéciale Hoppy Blonde Ale","Allagash Brewing Company","Blonde Ale - Belgian Blonde / Golden",5.5,0,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4,"2015-04-30 21:04:00",https://untappd.com/c/177920470,https://untappd.com/beer/971482,https://untappd.com/brewery/24,"United States",Portland,ME,,,
"Sourdough Bread Project","Telegraph Brewing Company","American Wild Ale",6.4,0,"Sourdough, a bit of RR","Telegraph Brewing Company","Santa Barbara",CA,"United States",34.4226,-119.688,4.5,"2015-05-03 18:41:11",https://untappd.com/c/179231977,https://untappd.com/beer/1072955,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Framboise Palo Santo","Telegraph Brewing Company","American Wild Ale",5.6,0,"Fresh wood chips","Telegraph Brewing Company","Santa Barbara",CA,"United States",34.4226,-119.688,4.75,"2015-05-03 18:42:00",https://untappd.com/c/179232356,https://untappd.com/beer/1072804,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Surrounded By Ghosts","Telegraph Brewing Company","American Wild Ale",4.9,0,"Herbal/veg aromatics","Telegraph Brewing Company","Santa Barbara",CA,"United States",34.4226,-119.688,4,"2015-05-03 18:45:14",https://untappd.com/c/179233367,https://untappd.com/beer/1072806,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Obscura Confundo","Telegraph Brewing Company","American Wild Ale",7.1,0,Strawberry,"Telegraph Brewing Company","Santa Barbara",CA,"United States",34.4226,-119.688,4.5,"2015-05-03 18:46:17",https://untappd.com/c/179233844,https://untappd.com/beer/1032593,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Roble Obscura","Telegraph Brewing Company","Saison / Farmhouse Ale",10.6,0,Minty?,"Telegraph Brewing Company","Santa Barbara",CA,"United States",34.4226,-119.688,4,"2015-05-03 18:47:33",https://untappd.com/c/179234228,https://untappd.com/beer/1072933,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Mandarina Pale Wheat","Saint Archer Brewing Company","Pale Wheat Ale - American",5,0,,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,3.75,"2015-05-07 19:37:24",https://untappd.com/c/180142996,https://untappd.com/beer/1049412,https://untappd.com/brewery/60062,"United States","San Diego",CA,,,
"Lagunitas Sucks","Lagunitas Brewing Company","IPA - Imperial / Double",8,63,"Oh hot damn","Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,4.5,"2015-05-07 20:28:59",https://untappd.com/c/180160237,https://untappd.com/beer/285026,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,
"Braids of Fury","Hollister Brewing Company","Golden Ale",6,0,"Hoppy and malty","Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,3.75,"2015-05-10 16:18:02",https://untappd.com/c/181368413,https://untappd.com/beer/1034608,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Spring Fling","Hollister Brewing Company","Saison / Farmhouse Ale",6.7,0,"Better this year! Can taste the lavender",,,,,,,4,"2015-05-10 17:19:15",https://untappd.com/c/181393403,https://untappd.com/beer/144504,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Purple Haze","Abita Brewing Company","Fruit Beer",4.2,13,"New favorite. Fruity.",,,,,,,4.25,"2015-05-16 17:23:18",https://untappd.com/c/183305322,https://untappd.com/beer/4995,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,
"Stone Cali-Belgique IPA","Stone Brewing","IPA - Belgian",6.9,77,Fab,,,,,,,4,"2015-05-16 20:08:39",https://untappd.com/c/183426669,https://untappd.com/beer/11746,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Walk the Plank","Captain Fatty's Brewery","Stout - Milk / Sweet",5.6,0,,"Captain Fatty's Craft Brewery",Goleta,CA,"United States",34.4392,-119.852,3.75,"2015-05-21 18:02:17",https://untappd.com/c/184671346,https://untappd.com/beer/1341467,https://untappd.com/brewery/86479,"United States",Goleta,CA,,,
"Vortex IPA","Captain Fatty's Brewery","IPA - American",6.7,0,"East coast IPA.","Captain Fatty's Craft Brewery",Goleta,CA,"United States",34.4392,-119.852,4.5,"2015-05-21 18:36:09",https://untappd.com/c/184690379,https://untappd.com/beer/849905,https://untappd.com/brewery/86479,"United States",Goleta,CA,,,
"Davy Brown With Vanilla Beans","Figueroa Mountain Brewing Co.","Brown Ale - American",6,0,"On cask!","Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,3.75,"2015-05-22 21:27:10",https://untappd.com/c/185197809,https://untappd.com/beer/615647,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Renaissance Man Rye","Figueroa Mountain Brewing Co.","Rye Beer",7.5,50,,"Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,4,"2015-05-22 22:20:37",https://untappd.com/c/185212314,https://untappd.com/beer/1068968,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Tiny Bubbles","Hollister Brewing Company","Sour - Gose",4.5,0,"Not described as a gose anymore? A little more wheat than last time","Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,3.75,"2015-05-23 20:44:09",https://untappd.com/c/185767397,https://untappd.com/beer/39171,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Spring Fling","Hollister Brewing Company","Saison / Farmhouse Ale",6.7,0,,"Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,3.75,"2015-05-25 17:35:14",https://untappd.com/c/186552792,https://untappd.com/beer/144504,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Thai Chili Wahoo","Ballast Point Brewing Company","Spiced / Herbed Beer",4.2,12,"Crisp thai chili finish","Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,4,"2015-05-27 19:40:15",https://untappd.com/c/187010342,https://untappd.com/beer/139564,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Lemongrass American Wheat","West Sixth Brewing","Pale Wheat Ale - American",5.5,0,,"Crescent Hill Craft House",Louisville,KY,"United States",38.2544,-85.6946,3.75,"2015-05-29 22:31:58",https://untappd.com/c/187674496,https://untappd.com/beer/579818,https://untappd.com/brewery/23986,"United States",Lexington,KY,,,
"Cliff Jumper IPA","Country Boy Brewing","IPA - American",7,0,,"Crescent Hill Craft House",Louisville,KY,"United States",38.2544,-85.6946,4.25,"2015-05-29 22:33:10",https://untappd.com/c/187675306,https://untappd.com/beer/138997,https://untappd.com/brewery/23693,"United States",Lexington,KY,,,
70K,"Against the Grain Brewery & Smokehouse","Stout - Imperial Milk / Sweet",13.1,48,"Imperial milk stout","Crescent Hill Craft House",Louisville,KY,"United States",38.2544,-85.6946,4.5,"2015-05-29 22:41:08",https://untappd.com/c/187680914,https://untappd.com/beer/339340,https://untappd.com/brewery/11106,"United States",Louisville,KY,,,
"Shotgun Wedding","Country Boy Brewing","Brown Ale - American",5.3,0,,"Crescent Hill Craft House",Louisville,KY,"United States",38.2544,-85.6946,3.75,"2015-05-29 22:55:55",https://untappd.com/c/187690136,https://untappd.com/beer/170514,https://untappd.com/brewery/23693,"United States",Lexington,KY,,,
"Nacho Bait","Country Boy Brewing","Blonde Ale",4.9,0,"Habanero is at the end. Like pause... Habanero. Not very spicy","Crescent Hill Craft House",Louisville,KY,"United States",38.2544,-85.6946,3.5,"2015-05-29 23:00:12",https://untappd.com/c/187692772,https://untappd.com/beer/199754,https://untappd.com/brewery/23693,"United States",Lexington,KY,,,
"Berliner Weisse (Thumbprint)","New Glarus Brewing Company","Sour - Berliner Weisse",3,0,,,,,,,,4,"2015-05-30 21:03:24",https://untappd.com/c/188233093,https://untappd.com/beer/12997,https://untappd.com/brewery/907,"United States","New Glarus",WI,,,
"Great Northern Porter","Summit Brewing Company","Porter - American",5.6,48,"Much roasty",,,,,,,3.5,"2015-05-30 21:04:28",https://untappd.com/c/188234016,https://untappd.com/beer/16558,https://untappd.com/brewery/2396,"United States","St. Paul",MN,,,
"Gravedigger Billy","Revolution Brewing Company","Scotch Ale / Wee Heavy",10.4,50,"Bourbon barrel aged","The Bavarian Lodge",Lisle,IL,"United States",41.8003,-88.0874,4,"2015-05-31 19:55:29",https://untappd.com/c/188667069,https://untappd.com/beer/129417,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Robert the Bruce","3 Floyds Brewing Company","Scotch Ale / Wee Heavy",7,30,Smooooooth,"The Bavarian Lodge",Lisle,IL,"United States",41.8003,-88.0874,4,"2015-05-31 20:03:53",https://untappd.com/c/188670767,https://untappd.com/beer/103,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"South Central","Telegraph Brewing Company","Pale Ale - American",5.6,0,Refreshing,"Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,3.75,"2015-06-04 21:16:01",https://untappd.com/c/189650047,https://untappd.com/beer/1071484,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Insert Hop Pun Here","Captain Fatty's Brewery","IPA - American",8.7,0,Resin,"Captain Fatty's Craft Brewery",Goleta,CA,"United States",34.4392,-119.852,3.75,"2015-06-05 20:13:41",https://untappd.com/c/190048355,https://untappd.com/beer/964142,https://untappd.com/brewery/86479,"United States",Goleta,CA,,,
"Drew & Steve's Imperial Mutt Brown Ale (Spotlight Series)","Stone Brewing","Brown Ale - Imperial / Double",9,45,,"Santa Barbara Zoo","Santa Barbara",CA,"United States",34.4203,-119.666,3.75,"2015-06-06 15:11:35",https://untappd.com/c/190406036,https://untappd.com/beer/943135,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Chainbreaker White IPA","Deschutes Brewery","IPA - White",5.6,55,Jajaja,"Santa Barbara Zoo","Santa Barbara",CA,"United States",34.4203,-119.666,3.75,"2015-06-06 15:15:21",https://untappd.com/c/190409179,https://untappd.com/beer/50108,https://untappd.com/brewery/441,"United States",Bend,OR,,,
"Morro Rock Saison","The Libertine Brewing Company","Saison / Farmhouse Ale",6.4,0,"Possibly not warm enough. Like undiluted lemonade","Santa Barbara Zoo Brew","Santa Barbara",CA,"United States",34.4195,-119.664,3,"2015-06-06 15:30:34",https://untappd.com/c/190421862,https://untappd.com/beer/966841,https://untappd.com/brewery/40396,"United States","Morro Bay",CA,,,
Rhinoceros,"Telegraph Brewing Company","Belgian Strong Dark Ale",10,75,,"Santa Barbara Zoo Brew","Santa Barbara",CA,"United States",34.4195,-119.664,3.5,"2015-06-06 15:33:59",https://untappd.com/c/190424676,https://untappd.com/beer/15963,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Chocolate Tart Sour Porter","The Libertine Brewing Company","Sour - Ale",6.8,0,"With coco puffs","Santa Barbara Zoo Brew","Santa Barbara",CA,"United States",34.4195,-119.664,3.5,"2015-06-06 17:21:15",https://untappd.com/c/190516120,https://untappd.com/beer/677999,https://untappd.com/brewery/40396,"United States","Morro Bay",CA,,,
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,"Union Ale","Santa Barbara",CA,"United States",34.4145,-119.692,4,"2015-06-06 20:32:47",https://untappd.com/c/190654087,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Mosaic Session IPA","Green Flash Brewing Company","IPA - Session / India Session Ale",4.5,65,,"Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,3.75,"2015-06-09 19:11:46",https://untappd.com/c/191422537,https://untappd.com/beer/902884,https://untappd.com/brewery/609,"United States","San Diego",CA,,,
"Black Lager","Saint Archer Brewing Company","Lager - Dark",5.2,0,,"Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,3.5,"2015-06-09 19:51:35",https://untappd.com/c/191436585,https://untappd.com/beer/832847,https://untappd.com/brewery/60062,"United States","San Diego",CA,,,
"White Ale","Telegraph Brewing Company",Witbier,4.5,0,,Elsie's,"Santa Barbara",CA,"United States",34.4179,-119.701,3.75,"2015-06-09 21:07:14",https://untappd.com/c/191454273,https://untappd.com/beer/14677,https://untappd.com/brewery/1604,"United States","Santa Barbara",CA,,,
"Stone Saison","Stone Brewing","Saison / Farmhouse Ale",6,45,,,,,,,,4,"2015-06-13 20:05:36",https://untappd.com/c/192967993,https://untappd.com/beer/642165,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
Templeton,"BarrelHouse Brewing Co","Blonde Ale",4.5,13,"Not bad kolsch","Mercury Lounge",Goleta,CA,"United States",34.4357,-119.828,3.5,"2015-06-13 22:32:02",https://untappd.com/c/193020023,https://untappd.com/beer/328994,https://untappd.com/brewery/55632,"United States","Paso Robles",CA,,,
Bomb!,"Prairie Artisan Ales","Stout - American Imperial / Double",13,65,"Solid. Effing. Beer. Perfectly balanced, chili pepper subtle",,,,,,,5,"2015-06-14 20:58:29",https://untappd.com/c/193366525,https://untappd.com/beer/348850,https://untappd.com/brewery/37713,"United States",Tulsa,OK,,,
"Chocolate Vanilla Gose","The Libertine Brewing Company","Sour - Ale",4.2,0,"Mmm. The ""table"" version is nice and drinkable","Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2015-06-15 17:01:07",https://untappd.com/c/193492852,https://untappd.com/beer/849992,https://untappd.com/brewery/40396,"United States","Morro Bay",CA,,,
"City of the Dead","Modern Times Beer","Stout - Foreign / Export",7.5,30,"Like a medium roast coffee","Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2015-06-15 17:02:42",https://untappd.com/c/193493456,https://untappd.com/beer/958690,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,
"Euphoria Pale Ale","Ska Brewing","Pale Ale - American",6.2,58,"Malt > hop","Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,4,"2015-06-15 18:03:43",https://untappd.com/c/193519086,https://untappd.com/beer/6873,https://untappd.com/brewery/1150,"United States",Durango,CO,,,
"Pomegranate Blonde","Santa Barbara Brewing Company","Blonde Ale",0,0,"Blonde ale plus pomegranate. Not bad. GO HAWKS","Santa Barbara Brewing Company","Santa Barbara",CA,"United States",34.4168,-119.696,3.5,"2015-06-15 18:53:33",https://untappd.com/c/193539353,https://untappd.com/beer/1116175,https://untappd.com/brewery/4285,"United States","Santa Barbara",CA,,,
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"Yellow Belly","Santa Barbara",CA,"United States",34.4349,-119.725,4,"2015-06-19 21:18:40",https://untappd.com/c/194762649,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,
"Alchemy Ale","Widmer Brothers Brewing","Pale Ale - American",5.8,40,,,,,,,,3.75,"2015-06-19 21:32:32",https://untappd.com/c/194767215,https://untappd.com/beer/23134,https://untappd.com/brewery/3028,"United States",Portland,OR,,,
Oneida,"Modern Times Beer","Pale Ale - American",5.8,50,"Tasty planet",,,,,,,3.75,"2015-06-20 20:06:39",https://untappd.com/c/195324459,https://untappd.com/beer/392679,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,
Kölsch,"Sierra Nevada Brewing Co.",Kölsch,5,0,"Good kolsch",,,,,,,3.75,"2015-06-24 17:21:50",https://untappd.com/c/196354331,https://untappd.com/beer/60888,https://untappd.com/brewery/1142,"United States",Chico,CA,,,
"Southern Hemisphere Harvest Fresh Hop IPA (2015)","Sierra Nevada Brewing Co.","IPA - American",6.7,67,,,,,,,,4,"2015-06-30 21:10:20",https://untappd.com/c/198568956,https://untappd.com/beer/1076294,https://untappd.com/brewery/1142,"United States",Chico,CA,,,
"Grunion Pale Ale","Ballast Point Brewing Company","Pale Ale - American",5.5,50,,,,,,,,4.5,"2015-07-03 20:57:26",https://untappd.com/c/199721935,https://untappd.com/beer/419534,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"Orange Blossom Special","Hollister Brewing Company","Golden Ale",5.5,0,"Eugh. Not great this round","Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,2.5,"2015-07-05 17:41:30",https://untappd.com/c/200635260,https://untappd.com/beer/93855,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Hippie Kicker","Hollister Brewing Company","IPA - American",7.2,0,,"Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,3.5,"2015-07-05 17:42:45",https://untappd.com/c/200635731,https://untappd.com/beer/58254,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"The Pope IPA","Hollister Brewing Company","IPA - American",6.8,0,,"Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,3.5,"2015-07-05 17:43:22",https://untappd.com/c/200636045,https://untappd.com/beer/8410,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Hoppy Poppy IPA","Figueroa Mountain Brewing Co.","IPA - American",6.5,60,"Local fave","Eureka! Gourmet Burgers & Craft Beer","Santa Barbara",CA,"United States",34.4186,-119.7,3.75,"2015-07-07 20:39:26",https://untappd.com/c/201127077,https://untappd.com/beer/32294,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Ken Schmidt Aloha Brews: Chocolate Mint Stout","Iron Fist Brewing Co.","Stout - Russian Imperial",9.2,0,"Oooh minty","Hot's Kitchen","Hermosa Beach",CA,"United States",33.8599,-118.399,3.75,"2015-07-09 23:43:56",https://untappd.com/c/201689899,https://untappd.com/beer/837409,https://untappd.com/brewery/2508,"United States",Vista,CA,,,
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,"Goleta Beach County Park",Goleta,CA,"United States",34.4169,-119.832,4,"2015-07-15 20:13:53",https://untappd.com/c/203746293,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,
"543 IPA","Hollister Brewing Company","IPA - American",6.8,0,"Not bad. Resiny aftertaste","Hollister Brewing Company",Goleta,CA,"United States",34.4295,-119.871,3.5,"2015-07-16 17:46:32",https://untappd.com/c/203981415,https://untappd.com/beer/203100,https://untappd.com/brewery/2275,"United States",Goleta,CA,,,
"Wookey Jack","Firestone Walker Brewing Company","IPA - Black / Cascadian Dark Ale",8.3,80,"Been sitting technically too long, a lot more rye and less hops. Still good.",,,,,,,4,"2015-07-19 19:54:07",https://untappd.com/c/205487469,https://untappd.com/beer/94428,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,
"Kentucky Breakfast Stout (KBS) (2015)","Founders Brewing Co.","Stout - American Imperial / Double",11.2,70,,,,,,,,5,"2015-08-03 21:04:08",https://untappd.com/c/210699249,https://untappd.com/beer/959233,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,
"Weeping Willow Wit","Mother Earth Brewing (North Carolina)",Witbier,5,0,,"Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,3.5,"2015-08-05 19:35:07",https://untappd.com/c/211183208,https://untappd.com/beer/9607,https://untappd.com/brewery/1452,"United States",Kinston,NC,,,
"Citrusinensis Pale Ale","Lagunitas Brewing Company","Pale Ale - American",7.7,60,,"Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,3.75,"2015-08-05 19:36:56",https://untappd.com/c/211183832,https://untappd.com/beer/1119569,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,
"Fortunate Islands w/ Grapefruit Zest","Modern Times Beer","Pale Wheat Ale - American",5,46,,"Sunken Gardens","Santa Barbara",CA,"United States",34.4246,-119.702,4,"2015-08-14 20:26:47",https://untappd.com/c/214532365,https://untappd.com/beer/449314,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,
Gibraltar,"Figueroa Mountain Brewing Co.",Altbier,5.4,28,,"Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,3.75,"2015-08-19 18:36:49",https://untappd.com/c/216196589,https://untappd.com/beer/1133852,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"Weiss Weiss Baby","Figueroa Mountain Brewing Co.",Hefeweizen,4.9,40,"Hoppy weiss","Figueroa Mountain Brewing Company","Santa Barbara",CA,"United States",34.4147,-119.691,3.5,"2015-08-19 19:48:32",https://untappd.com/c/216224339,https://untappd.com/beer/1043342,https://untappd.com/brewery/5800,"United States",Buellton,CA,,,
"White Ale","Saint Archer Brewing Company",Witbier,5,12,,"The Good Lion","Santa Barbara",CA,"United States",34.4237,-119.705,3.75,"2015-08-21 18:53:31",https://untappd.com/c/216907636,https://untappd.com/beer/515151,https://untappd.com/brewery/60062,"United States","San Diego",CA,,,
Saison,"The Libertine Brewing Company","Saison / Farmhouse Ale",5.5,0,,"Armada Wine & Beer Merchant","Santa Barbara",CA,"United States",34.4226,-119.704,4.25,"2015-08-26 18:21:08",https://untappd.com/c/218577359,https://untappd.com/beer/1207223,https://untappd.com/brewery/40396,"United States","Morro Bay",CA,,,
"Hop Song IPA","Tahoe Mountain Brewing Company","IPA - American",7.2,75,Tangerine,"Armada Wine & Beer Merchant","Santa Barbara",CA,"United States",34.4226,-119.704,4,"2015-08-26 19:08:52",https://untappd.com/c/218597925,https://untappd.com/beer/184215,https://untappd.com/brewery/32108,"United States","Tahoe City",CA,,,
"Santa Barbara Common Ale","Pure Order Brewing Company","California Common",5,31,"Great California common","Pure Order Brewing","Santa Barbara",CA,"United States",34.4237,-119.687,4,"2015-08-29 18:32:59",https://untappd.com/c/219869418,https://untappd.com/beer/695574,https://untappd.com/brewery/113433,"United States","Santa Barbara",CA,,,
"Framboise (Chocolate Vanilla)","The Libertine Brewing Company","American Wild Ale",6.2,0,"Sour, smells a bit like blood orange. Tart with vanilla. Om noms",,,,,,,4.75,"2015-08-29 22:08:51",https://untappd.com/c/219978904,https://untappd.com/beer/882348,https://untappd.com/brewery/40396,"United States","Morro Bay",CA,,,
"Fruitlands (Sour Cherry)","Modern Times Beer","Sour - Gose",4.8,17,,"Armada Wine & Beer Merchant","Santa Barbara",CA,"United States",34.4226,-119.704,4.25,"2015-08-31 18:37:13",https://untappd.com/c/220491096,https://untappd.com/beer/1212310,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,
"Liliko'i Kepolo","Avery Brewing Co.",Witbier,5.4,10,"If a basil piña colada was a beer","Armada Wine & Beer Merchant","Santa Barbara",CA,"United States",34.4226,-119.704,4.25,"2015-08-31 19:06:39",https://untappd.com/c/220500232,https://untappd.com/beer/127388,https://untappd.com/brewery/62,"United States",Boulder,CO,,,
"Mango Habañero Oberon","Bell's Brewery","Pale Wheat Ale - American",5.8,25,"Looks like fresh squeezed ok. Little kick of habanero, hint of mango.","Woodstock's Pizza","Isla Vista",CA,"United States",34.4123,-119.855,4.5,"2015-09-02 18:29:08",https://untappd.com/c/220913463,https://untappd.com/beer/1022048,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,
"Stone 19th Anniversary Thunderstruck IPA","Stone Brewing","IPA - Imperial / Double",8.7,95,"Aussie hops",,,,,,,4,"2015-09-04 21:24:48",https://untappd.com/c/221685431,https://untappd.com/beer/1182941,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,
"Citra Saison","Pipeworks Brewing Company","Saison / Farmhouse Ale",7.5,0,"Farmhouse saison",,,,,,,4,"2015-09-06 21:11:21",https://untappd.com/c/222719683,https://untappd.com/beer/759823,https://untappd.com/brewery/4012,"United States",Chicago,IL,,,
"Bubbly Creek Yuzu","Marz Community Brewing Co.","Sour - Berliner Weisse",4,10,,,,,,,,4,"2015-09-08 19:23:17",https://untappd.com/c/223222664,https://untappd.com/beer/763555,https://untappd.com/brewery/124889,"United States",Chicago,IL,,,
